,ns,Ts,V0s,Is_0,Is_1,Is_2,Is_3,Is_4
79,271143760095.30408,645.0206358627197,-0.8953614029129495,-0.0001772236418848173,-7.249448750785867e-07,-1.1695393731851643e-06,-1.5665959703912282e-06,-2.6156344552909136e-06
80,130043271741.09023,2101.116409646927,-0.3495930865629542,-0.000185201281847908,-4.353929669446126e-07,-6.466066611408633e-07,-8.429232224524591e-07,-1.3815494696855751e-06
81,225035180996.48572,1444.1766817634734,-1.861853883763297,-0.0001804774371683597,-3.2343952087115406e-07,-7.328886831315192e-07,-1.0893489843188053e-06,-2.0303326505642187e-06
82,51476520874.23995,1849.305158053471,-0.27295101906730435,-9.484343801014633e-05,-1.915271518935763e-07,-2.827479667070251e-07,-3.672812262599628e-07,-5.982805451648733e-07
83,74287918218.6561,414.8680903934496,-1.5405489770952976,-6.446382923311075e-05,-1.7644539712039292e-07,-3.6347253078089135e-07,-5.283685855699053e-07,-9.650842416827016e-07
84,170841377696.48105,1055.218121059043,-0.5860810324470125,-0.00017760538653881835,-5.48973906376154e-07,-8.500338984124115e-07,-1.1266865298758152e-06,-1.8779239430714995e-06
85,213257655502.98972,2400.156295494551,-1.665423656334683,-0.00020387218651781247,-3.582211612376561e-07,-7.098372615987098e-07,-1.0228961966640774e-06,-1.8602224366721542e-06
86,173853892880.23398,2273.6925987528266,-1.323467095324456,-0.0001894168123256891,-3.695381574328735e-07,-6.575001879730915e-07,-9.180390260433171e-07,-1.6206003656352384e-06
87,145746836188.07022,2029.0978424483806,-1.6409013301499873,-0.00015108836827451588,-2.5826530878998186e-07,-5.192568486692022e-07,-7.517488781670534e-07,-1.3736034967009323e-06
88,94800439722.55536,2416.3451143013795,-1.3926749974125165,-0.00011655341951306373,-2.00491257800296e-07,-3.658048029323238e-07,-5.146358537436581e-07,-9.143937109632389e-07
89,120145734805.28381,2380.821714632542,-1.9035588157044807,-0.00012051770463042021,-1.7160502356106103e-07,-3.902473152518872e-07,-5.81883969685375e-07,-1.090683345180125e-06
90,260285358695.3915,1487.6179297995175,-1.857855906876816,-0.0002027742964896399,-3.7033023045074503e-07,-8.285571033901986e-07,-1.2268294109609652e-06,-2.276547529089911e-06
91,128936505539.97514,1300.3014890616682,-1.7439014021069061,-0.0001254002294925431,-2.187483458023786e-07,-4.777902012965979e-07,-7.061876718729426e-07,-1.3136443164963954e-06
92,230288829418.8776,1821.136698501636,-0.6253291229312927,-0.00024970716277979317,-6.669865297553467e-07,-1.0259923183611535e-06,-1.3569146890914371e-06,-2.258624309058779e-06
93,79587529963.83391,2490.4536037957723,-1.2561053506327022,-0.00010553894589350015,-1.8272506170674182e-07,-3.199480701872706e-07,-4.439736421765876e-07,-7.775489026437022e-07
94,95863696475.1724,512.307283286835,-1.1100253920304644,-8.811190170990046e-05,-2.8313586772298e-07,-4.968504371350681e-07,-6.892130452008329e-07,-1.204130802908066e-06
95,62998382675.87921,998.4857754645926,-0.5595649312681175,-9.759491376977618e-05,-2.3483497049803395e-07,-3.6678603302851486e-07,-4.885707927970757e-07,-8.20952820799512e-07
96,113297729062.2673,2017.1262792538741,-1.9753267521154507,-0.00011199810373022484,-1.5137303653104798e-07,-3.6943941580988685e-07,-5.592812033350282e-07,-1.0620027675774907e-06
97,143332818805.19473,634.4501618297365,-1.0276242305371723,-0.00012093760492878885,-4.0509377980635126e-07,-6.883416489355825e-07,-9.434788261046207e-07,-1.6257071243555475e-06
98,50200914870.36625,560.3077330269396,-1.6143972913088793,-5.875012407705388e-05,-1.15288823827975e-07,-2.481352354105818e-07,-3.657335916137246e-07,-6.790098601301261e-07
99,145063161954.2508,342.06799911395916,-0.21465141216061356,-9.80951225132243e-05,-5.797148952904693e-07,-8.459899246412938e-07,-1.088539889833557e-06,-1.7379972377272548e-06
100,175044727106.7383,1190.8190104579853,-0.35787986496827573,-0.0001936594544532144,-6.029304780153933e-07,-9.013372659591006e-07,-1.1773905963499598e-06,-1.930962458917197e-06
101,227389983181.32278,969.7388181227568,-1.460061797832211,-0.00017521506102235006,-4.545938505210622e-07,-8.632584754710108e-07,-1.2246308162525743e-06,-2.180967979850849e-06
102,149637591927.3531,399.3589288606772,-0.4277504145022446,-0.00010442585366380522,-5.50929097923537e-07,-8.29401097260907e-07,-1.0823440167714808e-06,-1.759075856530892e-06
103,159413536055.978,427.0854843256025,-1.7120954214063981,-9.24278318726881e-05,-2.8674851627735735e-07,-6.220917177083114e-07,-9.087718009599033e-07,-1.6501774968931416e-06
104,84663518240.82487,874.9396993403602,-0.6305991752207589,-0.00011216278978649117,-3.0243649187412723e-07,-4.779261461149442e-07,-6.394853916967574e-07,-1.0795118206205735e-06
105,180577043385.6334,375.13853786951074,-0.8183811300588102,-0.00010855136104634878,-5.474927451235031e-07,-8.746865156096192e-07,-1.1662445483212334e-06,-1.9340008569702726e-06
106,236479623286.2378,927.256679445728,-1.3798450459999765,-0.00017762137389201076,-4.957309479777191e-07,-9.142047970305566e-07,-1.2850449729869065e-06,-2.2665791800109135e-06
107,113470175681.59329,1664.1162426196813,-0.7612472535629591,-0.0001512314474445479,-3.4023358056158865e-07,-5.42433787141919e-07,-7.284348161507582e-07,-1.234993706585692e-06
108,61494412565.98504,1465.0592430834822,-1.8210140424625427,-7.245204383644651e-05,-1.0165674510340963e-07,-2.33898208533348e-07,-3.498000216520562e-07,-6.570858666754243e-07
109,158803565055.50232,2422.6306055071154,-1.4397407717597202,-0.00017258509135528431,-3.1615514459305653e-07,-5.814483289336173e-07,-8.204115583834968e-07,-1.4632627555250458e-06
110,56742948320.98447,1186.3012904669931,-1.2326354824551522,-7.890331575084897e-05,-1.5035968498660793e-07,-2.718488175264607e-07,-3.816321702497654e-07,-6.771852805023541e-07
111,40452117874.746284,526.8082786002435,-0.48265356781633995,-6.592488155462859e-05,-1.819135611065994e-07,-2.830678438509655e-07,-3.764860367558525e-07,-6.315431827787268e-07
112,296361391906.0985,384.19256743201987,-1.7892698992535856,-0.0001300094639131537,-4.519727138554072e-07,-9.830382540567931e-07,-1.420195415959732e-06,-2.5162758254929747e-06
113,58740535046.10468,479.1744530461256,-0.08488403786398924,-7.956615668345042e-05,-2.922088154838401e-07,-4.286300126003615e-07,-5.554709265371547e-07,-9.032216366934281e-07
114,103698328399.53333,385.1302324758743,-0.02626070619470533,-8.839768951509548e-05,-4.753851644931829e-07,-6.851386850077808e-07,-8.786978632690525e-07,-1.4041862844121398e-06
115,92911209616.5725,1546.0352125622298,-1.461610719011484,-0.0001100659039989146,-1.9811835494743779e-07,-3.8062984853307867e-07,-5.44332137120952e-07,-9.83500960512018e-07
116,290472193676.9252,690.3671651681582,-1.682770342592169,-0.0001684862193020476,-4.819007692657322e-07,-9.959350494771972e-07,-1.435663709952661e-06,-2.5712391458680996e-06
117,77246686208.21465,1218.4825346968319,-0.6535356196715305,-0.00011323476735321933,-2.630739326764866e-07,-4.1563090637325304e-07,-5.561870045597448e-07,-9.393466235966043e-07
118,233565383860.0818,1715.1413513792681,-1.2752651426510326,-0.00021904844482792236,-5.049902341459913e-07,-8.906008148624652e-07,-1.2385028115162276e-06,-2.1735355199973222e-06
119,114414435252.20416,1050.2392046888208,-1.9215392802304676,-0.0001045145164738803,-1.6680939583215224e-07,-4.1561645294197624e-07,-6.316856919863699e-07,-1.2024758270687876e-06
120,96455820149.93102,522.3199713965821,-0.5069571034169014,-9.8619317710843e-05,-3.7398550729350574e-07,-5.781060315512761e-07,-7.654497915667833e-07,-1.273300806772979e-06
121,46110690774.394196,1507.1419286721148,-0.013817431532164637,-9.180812386311729e-05,-1.9555943876272245e-07,-2.8124290793869484e-07,-3.610535067758534e-07,-5.80079484248287e-07
122,173658579402.10327,885.3930727194196,-1.4569062789974037,-0.00014435423802217602,-3.6334552453785464e-07,-6.979155085787594e-07,-9.947250941558748e-07,-1.7828216277963394e-06
123,44370989168.61155,1328.1558500356577,-0.7267638217828101,-7.669462002461946e-05,-1.4999499549047464e-07,-2.396724739470758e-07,-3.2190581919105646e-07,-5.450690385474359e-07
